idproduto,cdprincipal,dscodigo,dsdetalhe,vlprecovenda,stativo,qtestoque,qtestoque2,qtestoque_ttl
00000001WT,040950,9788526306127,ANJOS NA BIBLIA,32.95,S,1.0,-1.0,0.0
00000001WU,040951,,CD BRINCANTO,5.0,S,0.0,0.0,0.0
00000001WV,040954,9788526306226,ANTES QUE A NOITE VENHA - David Jeremiah,32.95,S,0.0,0.0,0.0
00000001WW,040955,,ARTIGOS HISTORICOS - MENSAGEIRO DA PAZ,79.0,S,0.0,0.0,0.0
00000001WX,040956,,CARTAS DE DEUS PARA OS JOVENS,29.9,S,1.0,-1.0,0.0
00000001WY,040957,,CORACAO SELVAGEM - John Eldredge,32.9,S,0.0,0.0,0.0
00000001WZ,040959,9788578607920,SALVADOR MORA AO LADO - Max Lucado,39.9,S,0.0,0.0,0.0
00000001X0,040960,9788566997231,ATITUDE VENCEDORA - Jonh Maxwell,38.95,S,0.0,0.0,0.0
00000001X1,040961,,MANANCIAIS NO DESERTO VOL - II,43.9,S,0.0,0.0,0.0
00000001X2,040962,9788535800975,PAZ INTERIOR EM TEMPOS DE CRISE - George Fost,23.5,S,0.0,0.0,0.0
00000001X3,040963,,DESAFIO DE OUVIR E OBEDECER A DEUS,23.7,S,0.0,0.0,0.0
00000001X4,040964,,MOMENTOS COM DEUS - James Dobson,36.9,S,0.0,0.0,0.0
00000001X5,040965,,PORQUE ALGUMAS PESSOAS SOFREM DE DEPRESSAO,9.5,S,0.0,0.0,0.0
00000001X6,040966,9788535800937,CUIDE BEM DOS SEUS OLHOS - Leroy Koopman,25.5,S,0.0,0.0,0.0
00000001X7,040967,,CAIXA P PRESENTES - LITOARTE(CD),2.5,S,28.0,-28.0,0.0
00000001X8,040968,7893248497601,CD TUDO SOBRE MIM - Shirley Carvalhaes,5.0,S,0.0,0.0,0.0
00000001X9,040969,,CDPB TUDO SOBRE MIM - Shirley Carvalhaes,5.0,S,0.0,0.0,0.0
00000001XA,040970,7893248487602,CDPB AS 20 UNGIDAS - J Neto,5.0,S,0.0,0.0,0.0
00000001XB,040971,,CD MAIS QUE PAIXAO - Vineyard,5.0,S,0.0,0.0,0.0
00000001XC,040972,,CD AMIGO POETA - Tributo a Janires,5.0,S,0.0,0.0,0.0
00000001XD,040973,7890000409735,TOQUE FACIL - VIOLAO CLASSICO,35.9,S,0.0,0.0,0.0
00000001XE,040974,9788589464093,DESPERTAR DO CANTO - Tecnica Vocal,33.9,S,-1.0,0.0,-1.0
00000001XF,040976,,CANTATA - SEU REINO SERA SEM FIM(CD+PB),39.9,S,0.0,0.0,0.0
00000001XG,040977,7898185229476,CD ENTREGA TOTAL - Intimidade 2,5.0,S,0.0,0.0,0.0
00000001XH,040979,7897063698380,DVD CANTA ZONA SUL - I,10.0,S,0.0,0.0,0.0
00000001XI,040981,7897063698458,CD ADORACAO - P G,5.0,S,0.0,0.0,0.0
00000001XJ,040982,,MAPA - PROPAGACAO DO CRISTIANISMO,4.5,S,0.0,0.0,0.0
00000001XK,040983,,MAPA - EXODO,4.5,S,0.0,0.0,0.0
00000001XL,040987,,MAPA - PALESTINA DO N T,4.5,S,2.0,-2.0,0.0
00000001XM,040988,,MAPA - IMPERIO PERSA,4.5,S,0.0,0.0,0.0
00000001XN,040989,,MAPA - IMPERIO BABILONICO,4.5,S,0.0,0.0,0.0
00000001XO,040991,,MAPA - EXPANSAO DO IMPERIO ASSIRIO,4.5,S,0.0,0.0,0.0
00000001XP,040992,,MAPA - IMPERIO GREGO,4.5,S,0.0,0.0,0.0
00000001XQ,040993,7890000409933,MAPA - JORNADA DE ABRAAO,4.5,S,2.0,-2.0,0.0
00000001XR,040998,,CD ADORADORES - Gisele Di mene,5.0,S,0.0,0.0,0.0
00000001XS,040999,7898943732088,CD PARA O MUNDO OUVIR - Rose Nascimento,5.0,S,0.0,0.0,0.0
00000001XT,041000,,CDPB PARA O MUNDO OUVIR,5.0,S,0.0,0.0,0.0
00000001XU,041001,7898907585057,CD GUERREIROS DA ULTIMA GERACAO - F  do Homem,5.0,S,0.0,0.0,0.0
00000001XV,041002,,CD MAOS LIMPAS - Filhos do Homem,5.0,S,0.0,0.0,0.0
00000001XW,041006,,CD PORCAO DOBRADA I - Vanilda e Celia Sakamot,5.0,S,0.0,0.0,0.0
00000001XX,041007,7898181940061,CD O SEGREDO E LOUVAR - Lauriete,5.0,S,0.0,0.0,0.0
00000001XY,041008,7890000410083,MAPA - ESCATOLOGICO,19.9,S,1.0,-1.0,0.0
00000001XZ,041009,9788526304659,DOUTRINA BIBLICA DOS ANJOS,25.9,S,0.0,0.0,0.0
00000001Y0,041010,,CD MISSOES E CHAMA ARDENTE - Elizangela F,5.0,S,0.0,0.0,0.0
00000001Y1,041011,,NADA MAIS SERA COMO ANTES,13.9,S,0.0,0.0,0.0
00000001Y2,041016,9788573677683,COMO VENCER A INCONSTANCIA,10.0,S,0.0,0.0,0.0
00000001Y3,041017,,PORQUE 4 EVANGELHOS - David Alan,21.0,S,0.0,0.0,0.0
00000001Y4,041019,9788573678413,COMO PREPARAR MENSAGENS PARA TRANSFORMAR VIDA,35.0,S,0.0,0.0,0.0
00000001Y5,041020,,4 PRICIPIOS FUNDAMENTAIS PARA LIDERES,29.0,S,0.0,0.0,0.0
00000001Y6,041025,7890000410250,CARTAO LITOARTE - DMC,3.5,S,1.0,-1.0,0.0
00000001Y7,041031,,CD SELECAO DE OURO - CRISTINA MEL-II,5.0,S,0.0,0.0,0.0
00000001Y8,041032,,CD SELECAO DE OURO - IVANILSON,5.0,S,0.0,0.0,0.0
00000001Y9,041033,,CD SELECAO DE OURO - MELISSA-II,5.0,S,0.0,0.0,0.0
00000001YA,041034,7897159830717,CD SELECAO DE OURO - MARCO AURELIO-II,5.0,S,0.0,0.0,0.0
00000001YB,041035,,CD CONQUISTA - J Neto,5.0,S,0.0,0.0,0.0
00000001YC,041037,,CD DEIXA O TEU RIO ME LEVAR - Soraia Moraes,5.0,S,0.0,0.0,0.0
00000001YD,041038,,CDPB DEIXA O TEU RIO ME LEVAR - Soraya Moraes,5.0,S,0.0,0.0,0.0
00000001YE,041039,7897159830960,DVD DEIXA O TEU RIO ME LEVAR,10.0,S,0.0,0.0,0.0
00000001YF,041040,7897159831110,CD FELICIDADE EXISTE - Erlon,5.0,S,0.0,0.0,0.0
00000001YG,041041,7897159831011,CD MARA MARAVILHA P OS PEQUENINOS - III,5.0,S,0.0,0.0,0.0
00000001YH,041046,7897063698519,CD SOM DE ADORADORES - Aline Barros,5.0,S,0.0,0.0,0.0
00000001YI,041047,7897063698526,CD DE VOLTA A INOCENCIA - 4 por 1,5.0,S,0.0,0.0,0.0
00000001YJ,041048,,CD UNICO DESEJO - Ouvir e Crer,5.0,S,0.0,0.0,0.0
00000001YK,041049,,CD SO ELE E DEUS - Neide NAscimento,5.0,S,0.0,0.0,0.0
00000001YL,041050,,CD O RASTRO DA CRUZ - Sofia Cardoso,5.0,S,0.0,0.0,0.0
00000001YM,041051,,CDPB PROVACOES E VITORIAS,5.0,S,0.0,0.0,0.0
00000001YN,041052,,CDPB QUERO VER OS QUERUBINS,5.0,S,0.0,0.0,0.0
00000001YO,041054,9788573678246,QUE ESTA ACONTECENDO COM MEU CORPO,24.0,S,1.0,-1.0,0.0
00000001YP,041056,,DESMASCARANDO O CODIGO DA VINCI - James L,28.0,S,0.0,0.0,0.0
00000001YQ,041058,7897063698540,CDPB SOM DE ADORADORES,5.0,S,0.0,0.0,0.0
00000001YR,041059,7897063698489,CDPB ADORACAO - Pg,5.0,S,0.0,0.0,0.0
00000001YS,041060,,CDPB PAIXAO DE CRISTO,5.0,S,0.0,0.0,0.0
00000001YT,041061,7897063698533,CDPB DE VOLTA A INOCENCIA,5.0,S,0.0,0.0,0.0
00000001YU,041062,,DEPRESSAO ANSIEDADE VARIACOES DE HUMOR,9.9,S,0.0,0.0,0.0
00000001YV,041063,,SEMEANDO A FE E COLHENDO MILAGRES,14.5,S,0.0,0.0,0.0
00000001YW,041064,9788585685867,SEU VALOR DIANTE DE DEUS,13.9,S,1.0,-1.0,0.0
00000001YX,041065,9788526306240,SONHANDO COM AS ESTRELAS,19.95,S,6.0,0.0,6.0
00000001YY,041066,7890000410663,ALIVIANDO A BAGAGEM PARA MAES,29.95,S,6.0,0.0,6.0
00000001YZ,041067,,ARMAGEDOM - A BATALHA FINAL,34.95,S,0.0,0.0,0.0
00000001Z0,041070,,DESAFIO DA SANTIDADE - Francis Fraginpane,22.0,S,0.0,0.0,0.0
00000001Z1,041071,,IMPACTO DA LIDERANCA COM INTEGRIDADE,27.0,S,0.0,0.0,0.0
00000001Z2,041072,9788573677331,UNIDADE NA DIVERSIDADE - Darrel L  Bock,28.9,S,0.0,0.0,0.0
00000001Z3,041073,9788573677737,ADORACAO COM PROPOSITOS,10.0,S,1.0,0.0,1.0
00000001Z4,041074,,BIBLIA DE ESTUDO - THOMPSON Brochura,90.0,S,0.0,0.0,0.0
00000001Z5,041078,,CD RAZAO PRA TE ADORAR - Ana Lucia,5.0,S,0.0,0.0,0.0
00000001Z6,041079,7899004728729,CD ATMOSFERA DE ADORACAO - 1,5.0,S,0.0,0.0,0.0
00000001Z7,041081,,CD ATMOSFERA DE ADORACAO - 3,5.0,S,0.0,0.0,0.0
00000001Z8,041082,9788526306578,BIBLIA DO ESTUDANTE APLIC PESSOAL - CP DURA,71.9,S,0.0,0.0,0.0
00000001Z9,041083,7898185229520,DVD MAIS QUE ABUNDANTE,10.0,S,0.0,0.0,0.0
00000001ZA,041086,,SUPREMA GRANDEZA DO PODER DE DEUS,29.5,S,0.0,0.0,0.0
00000001ZB,041087,9788588088412,CIENCIA E FATOS BIBLICOS - Magno Paganelli,26.9,S,1.0,0.0,1.0
00000001ZC,041088,,NOMES E NUMEROS BIBLICOS,35.9,S,0.0,0.0,0.0
00000001ZD,041090,7890000410908,QUEBRANDO O CICLO DA SOBREVIVENCIA,18.7,S,5.0,0.0,5.0
00000001ZE,041091,9788587952042,INVESTINDO AGORA LUCRANDO DEPOIS,36.0,S,0.0,0.0,0.0
00000001ZF,041092,,CD INCOMPARAVEL SENHOR,5.0,S,0.0,0.0,0.0
00000001ZG,041111,,DVD INFANTIL - JOSE DO EGITO,10.0,S,0.0,0.0,0.0
00000001ZH,041112,,DVD INFANTIL - JONAS,10.0,S,0.0,0.0,0.0
00000001ZI,041116,,DVD INFANTIL - MOISES,10.0,S,0.0,0.0,0.0
00000001ZJ,041120,9788524302381,104 PERGUNTAS QUE AS CRIANCAS FAZEM S CEU,26.9,S,0.0,0.0,0.0
00000001ZK,041121,,DEIXADOS PARA TRAS 11 - Armagedom,38.9,S,0.0,0.0,0.0
00000001ZL,041122,,CAMINHADA DE UMA MULHER COM DEUS,38.9,S,0.0,0.0,0.0
00000001ZM,041126,,DEIXADOS PARA TRAS 12 - Glorioso aparecimento,38.9,S,0.0,0.0,0.0
00000001ZN,041127,,PEQUENO DEVOCIONAL DE DEUS PARA MULHERES,39.9,S,0.0,0.0,0.0
00000001ZO,041128,,PEQUENO MANUAL DE INST  DE DEUS TEEN,13.0,S,0.0,0.0,0.0
00000001ZP,041129,,SENHOR E O MEU PASTOR,25.5,S,0.0,0.0,0.0
00000001ZQ,041142,7897063698557,CD VOCE E EU - Cassiane e Jairinho,5.0,S,0.0,0.0,0.0
00000001ZR,041146,9788586522789,ABRACOS PARA PAIS,19.9,S,0.0,0.0,0.0
00000001ZS,041148,,PEQUENAS COISAS GRANDES MENSAGENS(1CD+10Liv),16.9,S,0.0,0.0,0.0
00000001ZT,041149,,JOGO DA MEMORIA - Mig e Meg,9.9,S,0.0,0.0,0.0
00000001ZU,041150,,QUEBRA CABECA - Mig e Meg,8.9,S,1.0,-1.0,0.0
00000001ZV,041152,,LINGUA PORTUGUESA - Teoria e Pratica,10.0,S,1.0,-1.0,0.0
00000001ZW,041153,7898905913012,CD ELE VEM - Gerson Freire,5.0,S,0.0,0.0,0.0
00000001ZX,041154,7898340550063,CD MOSTRA-ME TUA GLORIA - Casa de Davi,5.0,S,0.0,0.0,0.0
00000001ZY,041155,7890000411554,CD FAZ CHOVER - Fernandinho,5.0,S,0.0,-1.0,-1.0
00000001ZZ,041156,,CD CALICE DELLA SALVEZZA,5.0,S,0.0,0.0,0.0
0000000200,041158,7898177231623,CD GRITO DA NOIVA - Gerson Freire,5.0,S,0.0,0.0,0.0
0000000201,041160,,CDPB O SEGREDO E LOUVAR - Lauriete,5.0,S,0.0,0.0,0.0
0000000202,041161,,CD TEMPO DE SER CRIANCA - C  Mel,5.0,S,0.0,0.0,0.0
0000000203,041164,7890000411646,REVISTA GERACAO JC - Promocional,1.99,S,439.0,0.0,439.0
0000000204,041165,7890000411653,CARTAO J I CART - De Para,0.9,S,39.0,-39.0,0.0
0000000205,041167,,CD SOM DA CHUVA - 4,5.0,S,0.0,0.0,0.0
0000000206,041169,7890000411691,ADESIVO - PEIXE PLASTICO Grande,8.9,S,275.0,0.0,275.0
0000000207,041170,7890000411707,ADESIVO - PEIXE PLASTICO Pequeno,5.9,S,48.0,-15.0,33.0
0000000208,041171,,CD SOZINHO NAO ESTOU - Alan Mota,5.0,S,0.0,0.0,0.0
0000000209,041173,,CD INCOMPARAVEL AMOR - Wallacy,5.0,S,0.0,0.0,0.0
000000020A,041175,7898306220276,CD SONHOS - Voz da Verdade,5.0,S,0.0,-1.0,-1.0
000000020B,041177,,CD NUVEM DE BENAO - Keyla Lum,5.0,S,0.0,0.0,0.0
000000020C,041183,7890000411837,CD ENTREGA - Carlos Rilmar,5.0,S,0.0,0.0,0.0
000000020D,041184,7890000411844,BIBLIA DO ESTUDANTE APLIC PESSOAL - LUXO,69.0,S,0.0,0.0,0.0
000000020E,041185,7898203067622,FRUTO DO ESPIRITO - Antonio Gilberto,34.95,S,0.0,0.0,0.0
000000020F,041187,7897063698496,CD OS ARREBATADOS - REMIX II,5.0,S,0.0,0.0,0.0
000000020G,041188,7897063698571,CDPB VOCE E EU - Cassiane e Jairinho,5.0,S,0.0,0.0,0.0
000000020H,041189,7897063698595,CD GERACAO DE APAIXONADOS,5.0,S,0.0,0.0,0.0
000000020I,041201,,AGENDA - PAULINAS ESPIRAL 2008,22.9,S,0.0,0.0,0.0
000000020J,041202,,MENSAGENS DE VIDA,13.9,S,0.0,0.0,0.0
000000020K,041204,,AGENDA - EXECUTIVA 2010,24.9,S,0.0,0.0,0.0
000000020L,041205,,CARTAO PAULINAS - 13110,2.8,S,0.0,0.0,0.0
000000020M,041206,7898905913036,CD CORACAO DE FILHO - Gerson Freire,5.0,S,0.0,0.0,0.0
000000020N,041207,,CD ALGO PRECIOSO - Banda Revelacao,5.0,S,0.0,0.0,0.0
000000020O,041208,7893248502107,CD PROFETIZANDO - Celia Sakamoto,5.0,S,0.0,0.0,0.0
000000020P,041209,,CDPB PROFETIZANDO - Celia Sakamoto,5.0,S,0.0,0.0,0.0
000000020Q,041212,7898904592010,CD SOU DO MEU AMADO,5.0,S,0.0,0.0,0.0
000000020R,041213,,CDPB CONQUISTANDO O IMPOSSIVEL,5.0,S,0.0,0.0,0.0
000000020S,041214,,CD A RESPOSTA DE UM DESEJO,5.0,S,0.0,0.0,0.0
000000020T,041215,,DVD QUEM E JESUS,10.0,S,0.0,0.0,0.0
000000020U,041216,,CDPB REINA SOBRE MIM,5.0,S,0.0,0.0,0.0
000000020V,041217,,CD RESTITUICAO - Min Toque no Altar,5.0,S,0.0,0.0,0.0
000000020W,041223,7890000412230,CANETA - GLITER,2.0,S,61.0,-61.0,0.0
000000020X,041228,,CHAVEIRO - Estrela da M Menino(a),21.9,S,5.0,-5.0,0.0
000000020Y,041229,7890000412292,CHAVEIRO - METAL LUXO (Sanes),22.9,S,0.0,0.0,0.0
000000020Z,041232,,ADESIVO PV-150,1.5,S,2.0,-2.0,0.0
0000000210,041236,7890000412360,CD UM ADORADOR - Doce Harmonia,5.0,S,0.0,0.0,0.0
0000000211,041237,,CD NAO E TARDE PRA SER FELIZ - Silvia Gabri,5.0,S,0.0,0.0,0.0
0000000212,041240,,DVD O REI SALOMAO,10.0,S,0.0,0.0,0.0
0000000213,041244,7898203060494,COMO TER O CORACAO DE MARIA NO MUNDO DE MARTA,49.95,S,9.0,0.0,9.0
0000000214,041245,9788526306608,QUANDO O AMADO DESCE AO JARDIM,29.9,S,0.0,0.0,0.0
0000000215,041253,,CD NAS MAOS DE DEUS - Raquel Veras,5.0,S,0.0,0.0,0.0
0000000216,041254,,ALEM DO CANCER DE MAMA - Alda Ellis,23.95,S,0.0,0.0,0.0
0000000217,041255,,LEWI PETHRUS,31.9,S,0.0,0.0,0.0
0000000218,041256,,PLANO DE DEUS PARA VOCE - J I Packer,34.9,S,0.0,0.0,0.0
0000000219,041257,9788526306288,QUANDO ORACOES NAO SAO RESPONDIDAS - Elizabet,24.9,S,2.0,0.0,2.0
000000021A,041259,,DVD ESPERANCA,10.0,S,0.0,0.0,0.0
000000021B,041260,7898270411625,CD BASTA ACREDITAR - Assembleia do Som,5.0,S,0.0,0.0,0.0
000000021C,041261,8961675318468,CD NAO DESISTA - Neivane Santos,5.0,S,0.0,0.0,0.0
000000021D,041263,7899938407820,BIBLIA POP CP BROCH - Grande Lt Gigante,29.9,S,2.0,-2.0,0.0
000000021D,041263,9788531110467,BIBLIA POP CP BROCH - Grande Lt Gigante,29.9,S,2.0,-2.0,0.0
000000021D,041263,9788531110498,BIBLIA POP CP BROCH - Grande Lt Gigante,29.9,S,2.0,-2.0,0.0
000000021D,041263,9788531111068,BIBLIA POP CP BROCH - Grande Lt Gigante,29.9,S,2.0,-2.0,0.0
000000021E,041265,,CD UM PASSEIO PELA HARPA - Marco Antonio,5.0,S,0.0,0.0,0.0
000000021F,041266,,CD E SO VITORIA - Ednaldo do Rio,5.0,S,0.0,0.0,0.0
000000021G,041268,,ORANDO EM FAMILIA,18.9,S,0.0,0.0,0.0
000000021H,041271,,CD CANTE LOUVORES,5.0,S,0.0,0.0,0.0
000000021I,041272,7898104883291,CD FAMILIA - JOAO ALEXANDRE,5.0,S,0.0,-1.0,-1.0
000000021J,041273,7898451431374,CD CORACAO ADORADOR,5.0,S,0.0,0.0,0.0
000000021K,041274,7890000412742,CD ELE VIRA,5.0,S,0.0,0.0,0.0
000000021L,041275,,CD HORAS PRECIOSAS - Instrumental,5.0,S,0.0,0.0,0.0
000000021M,041276,7898104883093,CD TUA PRESENCA VAI ME TRANSFORMAR,5.0,S,0.0,0.0,0.0
000000021N,041277,7890000412773,ENVELOPE - 190X130,0.3,S,264.0,-32.0,232.0
000000021O,041278,9788573253474,ESPERANCA PARA OS SEPARADOS,25.0,S,0.0,0.0,0.0
000000021P,041279,9788573253887,PODER DE ORAR A VONTADE DE DEUS,24.9,S,0.0,0.0,0.0
000000021Q,041280,,ELES - Ann Spangler,39.9,S,0.0,0.0,0.0
000000021R,041282,9788588315297,TEOLOGIA DA IGREJA,49.9,S,1.0,0.0,1.0
000000021S,041284,9788527509909,FUNDAMENTOS PARA EXEGESE DO NOVO TESTAMENTO,79.9,S,3.0,0.0,3.0
000000021T,041285,9788527503044,MANUAL DA BIBLIA HEBRAICA - Brochura,37.9,S,0.0,0.0,0.0
000000021U,041286,9788527505291,FUNDAMENTOS PARA EXEGESE DO ANTIGO TESTAMENTO,53.9,S,0.0,0.0,0.0
000000021U,041286,9798527502602,FUNDAMENTOS PARA EXEGESE DO ANTIGO TESTAMENTO,53.9,S,0.0,0.0,0.0
000000021V,041287,9788588315143,52 MANEIRAS DE INCENTIVAR A LEITURA DA BIBLIA,40.9,S,0.0,0.0,0.0
000000021W,041288,9788588315242,HISTORIA DO CRISTIANISMO AO ALCANCE DE TODOS,84.9,S,0.0,0.0,0.0
000000021X,041290,9788527503211,DICIONARIO ILUSTRADO DA BIBLIA,379.9,S,3.0,0.0,3.0
000000021Y,041295,9788527503006,TEOLOGIA DO NOVO TESTAMENTO - Leon Morris,106.9,S,10.0,0.0,10.0
000000021Z,041296,,VENCER O QUE ONDE E COMO,21.9,S,0.0,0.0,0.0
0000000220,041297,9788573430097,COMO RECEBER A CURA MILAGROSA,30.5,S,0.0,0.0,0.0
0000000220,041297,9788573438345,COMO RECEBER A CURA MILAGROSA,30.5,S,0.0,0.0,0.0
0000000221,041298,9788573430271,MORTE PARA ONDE IREMOS,25.0,S,0.0,0.0,0.0
0000000222,041303,9788573438703,AUTORIDADE DO CRENTE - Kenneth E  Hagin,17.6,S,0.0,0.0,0.0
0000000223,041305,,PLANO DIVINO PARA A VITORIA,19.9,S,0.0,0.0,0.0
0000000224,041306,,PODER DISPONIVEL DO LOUVOR,19.9,S,0.0,0.0,0.0
0000000225,041308,,SAIA DO VALE,5.0,S,2.0,-2.0,0.0
0000000226,041309,,CD ALEGRIA TODO DIA,5.0,S,0.0,0.0,0.0
0000000227,041310,,CANTATA - DEUS O MUNDO AMOU(CD+PB),38.9,S,0.0,0.0,0.0
0000000228,041312,,CANTATA - JESUS O VITORIOSO(CD+PB),35.9,S,0.0,0.0,0.0
0000000229,041315,,CANTATA - ACIMA DE TODOS OS REIS(CD+PB),35.9,S,0.0,0.0,0.0
000000022A,041330,7890000413305,BIBLIA C HARPA LUXO - Gigante Lt Gigante(BDourada),199.9,S,4.0,-4.0,0.0
000000022A,041330,7898521816254,BIBLIA C HARPA LUXO - Gigante Lt Gigante(BDourada),199.9,S,4.0,-4.0,0.0
000000022A,041330,7899938414545,BIBLIA C HARPA LUXO - Gigante Lt Gigante(BDourada),199.9,S,4.0,-4.0,0.0
000000022B,041331,,COLECAO DE HISTORIAS DA BIBLIA,23.0,S,0.0,0.0,0.0
000000022C,041332,,ESTOJO - ESCOLAR Mig Meg,23.9,S,5.0,-5.0,0.0
000000022D,041334,,MOCHILA MIG E MEG - MOC02,48.9,S,0.0,0.0,0.0
000000022E,041335,,MOCHILA MIG E MEG - MOC03,49.9,S,0.0,0.0,0.0
000000022F,041336,7890000413367,CARTAO MIG E MEG - CPD,2.9,S,12.0,-12.0,0.0
000000022G,041337,7890000413374,CARTAO MIG E MEG - CR,3.5,S,0.0,0.0,0.0
000000022H,041338,,CARTAO MIG E MEG - CME,3.5,S,0.0,0.0,0.0
000000022I,041339,9788586638305,MANUAL DO FACILITADOR - A SEMANA DO AMIGO,9.9,S,0.0,0.0,0.0
000000022J,041341,,CANTATA - OS SONHOS DAS TRES ARVORES,29.9,S,0.0,-1.0,-1.0
000000022K,041343,,CD 20 ANOS DE BENCAOS - Asnan Olivei,5.0,S,0.0,0.0,0.0
000000022L,041346,7890000413466,CD ACIMA DE NOS,5.0,S,0.0,0.0,0.0
000000022M,041347,7890000413473,CD VEM - Ministerio Trio,5.0,S,0.0,0.0,0.0
000000022N,041348,7890000413480,CD ADORADORES INFLAMADOS,5.0,S,0.0,0.0,0.0
000000022O,041349,7898904858116,CD ELE ENXUGOU MINHAS LAGRIMAS,5.0,S,0.0,0.0,0.0
000000022P,041350,7890000413503,CD NOVO VENTO,5.0,S,0.0,0.0,0.0
000000022Q,041352,,CD JESUS ESTA NACAO QUER TE VER,5.0,S,0.0,0.0,0.0
000000022R,041353,9788573676549,DICIONARIO DE APOLOGETICA E FILOSOFIA,20.0,S,0.0,0.0,0.0
000000022S,041354,,CDPB VENCER OU VENCER,5.0,S,0.0,-1.0,-1.0
000000022T,041355,,CD COWBOYS DO BRASIL,5.0,S,0.0,0.0,0.0
000000022U,041356,,DVD APENAS UM TOQUE,10.0,S,0.0,0.0,0.0
000000022V,041358,7897063697765,CDPB UM PASSO AO CEU,5.0,S,0.0,0.0,0.0
000000022W,041359,,ADESIVO - 3M Grande,8.9,S,80.0,-32.0,48.0
000000022X,041366,7898387730114,CD MEU AMADO,5.0,S,0.0,0.0,0.0
000000022Y,041367,,CD REVERENCIA - Cris Duran,5.0,S,0.0,0.0,0.0
000000022Z,041369,,CD APOCALIPSE CARTAS AS 7 IGREJAS - Sergio Lopes,5.0,S,0.0,0.0,0.0
0000000230,041370,7898267970869,CDPB GALATAS - Sergio Lopes,5.0,S,0.0,0.0,0.0
0000000231,041371,,CD GALATAS - Sergio Lopes,5.0,S,0.0,0.0,0.0
0000000232,041372,7898267970203,CDPB YESHUA,5.0,S,0.0,0.0,0.0
0000000233,041374,7897063698281,CDPB DEUS NUNCA FALHA,5.0,S,0.0,0.0,0.0
0000000234,041377,,EL DIOS SABELOTODO - Smilinguido,11.9,S,0.0,0.0,0.0
0000000235,041378,7897601051431,AGENDA - TELEFONICA SMILINGUIDO,9.9,S,5.0,-5.0,0.0
0000000235,041378,7897601051448,AGENDA - TELEFONICA SMILINGUIDO,9.9,S,5.0,-5.0,0.0
0000000235,041378,7897601051455,AGENDA - TELEFONICA SMILINGUIDO,9.9,S,5.0,-5.0,0.0
0000000236,041379,,CANTATA - A CRIACAO,23.9,S,0.0,0.0,0.0
0000000237,041380,,CANTATA - HEROIS DE VERDADE,24.9,S,0.0,-1.0,-1.0
0000000238,041381,7890000413817,CANTATA - A INVASAO,23.9,S,0.0,0.0,0.0
0000000239,041382,,PAPEL - CARTA BLOCO JI CART,7.5,S,0.0,0.0,0.0
000000023A,041385,7897063698564,CD TERCEIRO DIA - Cristiane Carvalho,5.0,S,0.0,0.0,0.0
000000023B,041386,7897063698656,CD AMADO DA MINHA ALMA - M  Goes,5.0,S,0.0,0.0,0.0
000000023C,041388,7897063698687,CD ANTES DO SOL NASCER,5.0,S,0.0,0.0,0.0
000000023D,041389,7897063698731,CD MOMENTO DE DEUS - Andrea Fontes,5.0,S,0.0,0.0,0.0
000000023E,041390,,CDPB MOMENTO DE DEUS - Andrea Fontes,5.0,S,0.0,0.0,0.0
000000023F,041391,7897063698663,CD TERREMOTO - Eyshila,5.0,S,0.0,-1.0,-1.0
000000023G,041392,7890000413923,CARTAO LITOARTE - LC,1.0,S,0.0,0.0,0.0
000000023H,041393,,CONVITES - ( pct c  10 und),3.5,S,13.0,-1.0,12.0
000000023I,041394,7890000413947,BLOCO - PAPEL DE CARTA LITOARTE,4.5,S,0.0,0.0,0.0
000000023J,041395,7890000413954,CARTAO LITOARTE - CD,1.9,S,0.0,0.0,0.0
000000023K,041396,,CARTAO LITOARTE - C3D,4.5,S,0.0,0.0,0.0
000000023L,041397,7890000413978,CARTAO LITOARTE - CC,5.0,S,1.0,-1.0,0.0
000000023M,041398,7898270411526,CD ICI AO VIVO - Ludmila Feber,5.0,S,0.0,0.0,0.0
000000023N,041400,,PULSEIRA MISSANGA,4.9,S,0.0,0.0,0.0
000000023O,041402,,CD ELE VOLTARA - Alivania Sales,5.0,S,0.0,0.0,0.0
000000023P,041403,74554249935272,CD AO TEU LADO - Alessandra Angel,5.0,S,0.0,0.0,0.0
000000023Q,041436,,CANETA - COMPACTOR 0.7,3.0,S,0.0,0.0,0.0
000000023R,041437,7356894572257,CD EXPERIENCIA COM DEUS - Sofia Cardoso,5.0,S,0.0,0.0,0.0
000000023S,041438,,CARRINHO - CAX008,11.0,S,0.0,0.0,0.0
000000023T,041440,,IMA - SMILE,4.0,S,0.0,0.0,0.0
000000023U,041441,9788589320283,HISTORIA DOUTRINA E INTERPRETACAO DA BIBLIA,90.0,S,0.0,0.0,0.0
000000023V,041442,9788589320641,CASAMENTO DIVORCIO E NOVO CASAMENTO,31.9,S,0.0,0.0,0.0
000000023W,041444,9788524300769,DECIDINDO A AMAR - Gary Smalley e Jonh Trent,31.9,S,0.0,0.0,0.0
000000023X,041445,7898185229575,CD ENCHE-ME DE TI - Nivea Soares,5.0,S,0.0,0.0,0.0
000000023Y,041448,7890000414487,CACHEPOT - MADEIRA CASINHA 01 FLOR,22.9,S,0.0,0.0,0.0
000000023Z,041449,,CERTIFICADO - ADOLESCENTES,0.5,S,0.0,0.0,0.0
